study_id,cohort_id,first_author,pub_year,journal,doi,pmid,paperpile_filename,title,country,region,study_design,single_or_multicenter,n_centers,enrollment_start_year,enrollment_end_year,era_category,follow_up_median_months,follow_up_min_months,follow_up_max_months,primary_for_cohort,cohort_overlap_status,overlap_with_study_ids,language,full_text_obtainable,author_contact_attempted,author_response_received,extractor_initials,verifier_initials,extraction_date,verification_date,extraction_notes
296,1113,Nishikubo M,2024,Bone Marrow Transplantation,10.1038/s41409-024-02423-y,NR,Nishikubo et al. 2024 - Haploidentical transplantation with post-transpl ... splantation in adults with relapsed - refractory non-Hodgkin lymphoma.pdf,Haploidentical transplantation with post-transplant cyclophosphamide versus single cord blood transplantation in adults with relapsed/refractory non-Hodgkin lymphoma,Japan,Asia,retrospective_cohort,registry,NR,2013,2021,mixed,NR,NR,NR,Y,partial_overlap,1064 (JDCHCT TRUMP2 broader cohort); 1070 (JSTCT TRUMP adult ALL),English,Y,N,NA,RL,PEND,2026-05-26,PEND,Prompt header described paper as 'AML' but actual paper is R/R non-Hodgkin lymphoma (NHL). Confirmed via Paperpile filename and PDF content. JSTCT Adult Lymphoma Working Group; nationwide TRUMP2 registry analysis. uCBT all single-unit (double-cord not performed in Japan outside trials).
297,1114,Noviello M,2023,Blood Advances,10.1182/bloodadvances.2022009274,NR,Noviello M et al. 2023 - Human herpesvirus 6-specific T-cell immunity in allogeneic hematopoietic stem cell transplant recipients.pdf,Human herpesvirus 6-specific T-cell immunity in allogeneic hematopoietic stem cell transplant recipients,Italy,EU,prospective_cohort,single,1,2013,2015,pre_2018,48,4.8,68.40000000000001,Y,partial_overlap,potentially overlaps with SanRaffaele cohort 1036 (Mikulska/Greco MAP PTCy) at 2015 boundary,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Prospective HHV-6 immunology study. Cohort stratified by GVHD prophylaxis platform (PT-Cy n=101, ATG n=84, none n=23) but most outcome cumulative incidences and survival metrics are reported pooled across the whole cohort (n=208). PTCy effect on HHV-6 outcomes captured via multivariable Cox HRs (PT-Cy vs ATG): any HHV-6 reactivation HR 2.59 (95%CI 1.50-4.47, p<.01); clinically relevant HHV-6 infection HR 3.77 (95%CI 1.47-9.64, p<.01). Multivariable HRs for other transplant outcomes (OS, PFS, TRM, relapse, aGVHD 2-4, aGVHD 3-4, cGVHD) showed no significant PT-Cy vs ATG effect. Per spec, arms extracted descriptively; outcome rows recorded at the whole-cohort level (PTCy arm) with HRs vs ATG comparator where reported in the paper."
299,1115,Nykolyszyn C,2020,Bone Marrow Transplantation,10.1038/s41409-019-0682-2,NR,Nykolyszyn C et al. 2020 - Posttransplantation cyclophosphamide vs. antithymocyte globulin as GVHD prophylaxis for mismatched unrelated hematopoietic stem cell transplantation.pdf,Posttransplantation cyclophosphamide vs. antithymocyte globulin as GVHD prophylaxis for mismatched unrelated hematopoietic stem cell transplantation,France,EU,retrospective_cohort,single,1,2010,2018,mixed,PT-Cy: 24; ATG: 68,6,97,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,Single-center historical comparison PT-Cy (2015-2018) vs ATG (2010-2014) for MMUD PBSC allo-HSCT. PTCy vs ATG MMUD = Comparison 2 eligible.
300,1116,Orti G,2023,Transplantation and Cellular Therapy,10.1016/j.jtct.2023.09.019,NR,Ortí et al. 2023 - Graft-versus-Host Disease Prophylaxis with Post Trans ... eic Hematopoietic Cell Transplant from either an Unrelated or Mi[...].pdf,Graft-versus-Host Disease Prophylaxis with Post-Transplantation Cyclophosphamide in Chronic Myeloid Leukemia Patients Undergoing Allogeneic Hematopoietic Cell Transplantation from an Unrelated or Mismatched Related Donor: A Comparative Study from the Chronic Malignancies Working Party of the EBMT (CMWP-EBMT),multinational,multinational,registry,registry,257,2012,2019,mixed,34.9,13.2,61.2,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"EBMT-CMWP CML registry: 3 arms (non-PTCy UD n=1094, PTCy UD n=113, PTCy MMRD n=134). FU 34.9 months median (IQR 13.2-61.2). Paper explicitly states 'we did not have enough available data on post-transplantation infection' so NO infection/IFI/CMV/BSI outcomes reported. GVHD prophylaxis was heterogeneous within arms (CsA-based, Tac-based, MTX, MMF combinations); arms defined by donor+PTCy use, not by specific CNI. Note user prompt mentioned 'Spanish PTCy+Tac' but this is multinational EBMT registry; lead author Spanish (Vall d'Hebron); PTCy UD arm used Tac in 48.7% and CsA in 26.5%."
301,1117,Otoukesh S,2024,Bone Marrow Transplantation,10.1038/s41409-024-02378-0,NR,Otoukesh S et al. 2024 - Comparing transplant outcomes in ALL patients a ... ablative conditioning in mismatch-related or unrelated donor settings.pdf,Comparing transplant outcomes in ALL patients after myeloablative conditioning in mismatch-related or unrelated donor settings,USA,NA,retrospective_cohort,single,1,2010,2020,mixed,55.2,12,144,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"City of Hope single-center retrospective cohort. Two 'packages' defined by donor matching: ETOP-package (matched donor, n=205) vs FLU-package (mismatched related/unrelated, n=64); only the FLU-package contains PTCy. Study reports engraftment, GVHD, OS/LFS/relapse/NRM/GRFS and causes of death but does NOT report any infection-specific outcomes (no BSI, CMV reactivation, IFI rates) despite user prompt mentioning 'Use IFI'. Infection only appears as a cause of death category."
302,1118,Pagliardini,2019,Bone Marrow Transplantation,10.1038/s41409-018-0387-y,NR,Pagliardini T et al. 2019 - Post-transplantation cyclophosphamide-based haploidentical transplantation as alternative to matched sibling or unrelated donor transplantation for patients younger than 60 years with hematological malignancies.pdf,Post-transplantation cyclophosphamide-based haploidentical versus Atg-based unrelated donor allogeneic stem cell transplantation for patients younger than 60 years with hematological malignancies: a single-center experience of 209 patients,France,EU,retrospective_cohort,single,1,NR,NR,pre_2018,NR,6,69,Y,partial_overlap,cohort_1029_Blaise_older; cohort_1041_IPC_MUD_PBSC,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Median FU 38 mo (HRD, range 9-69) and 27 mo (UD, range 6-69); pooled median FU NR. Enrollment dates not stated explicitly; both arms accrued during overlapping period. No infection (IFI/CMV/BSI) outcomes reported."
304,1119,Pasic I,2020,Annals of Hematology,10.1007/s00277-020-04033-2,NR,Pasic I et al. 2020 - Post-transplant cyclophosphamide combined with ant ... lowers non-relapse mortality in older patients undergoing alloge[...].pdf,Post-transplant cyclophosphamide combined with anti-thymocyte globulin for graft-vs-host disease prophylaxis improves survival and lowers non-relapse mortality in older patients undergoing allogeneic hematopoietic cell transplantation,Canada,NA,retrospective_cohort,single,1,2013,2017,pre_2018,12,1,56,partial,partial_overlap,cohort_1013_studies_TBD,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Retrospective single-center cohort, Princess Margaret Cancer Centre, Toronto. ATG-PTCY arm (n=62) vs heterogeneous comparator (n=71, includes ATG-CsA-MTX, alemtuzumab-CsA, CsA alone, CsA-MMF, CsA-MTX). PBSC 100%, 94% RIC. Outcomes via competing risks (Fine-Gray) for NRM/aGVHD/cGVHD/CIR; OS by Kaplan-Meier. Prompt specifies PTCy+ATG vs conv. with IFI use; this paper does NOT report any infection outcomes (BSI, CMV, IFI). Only OS/NRM/aGVHD/cGVHD/CIR/GRFS extracted."
305,1024,Paviglianiti A,2024,Bone Marrow Transplantation,10.1038/s41409-024-02220-7,NR,Paviglianiti A et al. 2024 - Graft-versus-host-disease prophylaxis with ... conditioning regimen HCT from one antigen mismatched unrelated donor.pdf,Graft-versus-host-disease prophylaxis with ATG or PTCY in patients with lymphoproliferative disorders undergoing reduced intensity conditioning regimen HCT from one antigen mismatched unrelated donor,multinational,multinational,retrospective_cohort,registry,NR,2010,2021,mixed,NR,NR,NR,partial,partial_overlap,NR,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"EBMT-LWP (Lymphoma Working Party) retrospective registry. Per user prompt, mapped to cohort_id 1024 (EBMT_ALWP cluster) though paper is technically LWP not ALWP. Disease focus is lymphoproliferative disorders (DLBCL, FL, HL, MCL, TCL, others). Population is 9/10 MMUD (not MUD) with RIC. Matched pair analysis 1:2 ATG:PTCY by age, disease status, F-to-M donor, stem cell source, CMV serology. Median FU 6 yrs ATG vs 1 yr PTCy (p<0.001). Comp 1 = PTCy vs CSA-based per user instruction (both arms predominantly CSA-based platforms; ATG arm CsA+MTX 50%; PTCy arm CsA+MMF 50%). No IFI data reported in paper."
306,1120,Pei XY,2025,British Journal of Haematology,10.1111/bjh.70105,NR,"Pei X.-Y. et al. 2025 - The clinical features, risk factors and outcomes of late-onset encephalitis after allogeneic haematological stem cell transplantation.pdf","The clinical features, risk factors and outcomes of polyomavirus encephalitis after allogeneic haematological stem cell transplantation",China,Asia,single_arm_descriptive_excluded,single,1,2015,2023,mixed,39,23,62,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,EXCLUDED from PTCy MA per protocol: paper is from Peking University People's Hospital (Beijing protocol institution); no patients received PTCy. GVHD prophylaxis uniformly CSA+MMF+MTX with rabbit ATG for HID/URD/AA. No PTCy vs comparator stratification. Paper reports outcomes for PyV (JCV/BKV) encephalitis cases (n=54) vs matched non-PyV controls (n=216) — both ATG-based. Tracked for PRISMA but no arms/outcomes/rob extracted.
307,1121,Penack O,2024,Leukemia,10.1038/s41375-024-02225-7,NR,Penack O et al. 2024 - ATG or post-transplant cyclophosphamide to prevent GVHD in matched unrelated stem cell transplantation.pdf,ATG or post-transplant cyclophosphamide to prevent GVHD in matched unrelated stem cell transplantation?,multinational,multinational,registry,registry,NR,2018,2021,post_2018,25.2,NR,NR,Y,partial_overlap,"309 (Penack 2023 ASH abstract, conference precursor)",English,Y,N,NA,RL,PEND,2026-05-26,PEND,Penack 2024 Leukemia journal publication of EBMT TCWP 10/10 MUD PBSC analysis. n=8764: PTCy 1039 vs rATG 7725. Median follow-up 2.1 years both arms. Comp 2 (PTCy vs ATG MUD). Cohort 1098 in the map refers to the Moiseev 2025 8/10 MMUD paper (study 257) — DIFFERENT donor stratum. Created NEW cohort for this 10/10 MUD analysis per cohort decision tree Step C.
308,1122,Penack O,2025,Leukemia,10.1038/s41375-025-02619-1,NR,Penack O et al. 2025 - GVHD prophylaxis in matched related stem cell tra ... ecommended a study by the EBMT transplant complications working party.pdf,GVHD prophylaxis in matched related stem cell transplantation: Why post-transplant cyclophosphamide can be recommended a study by the EBMT transplant complications working party,multinational,multinational,registry,registry,NR,2017,2021,post_2018,26.4,NR,NR,Y,none,NR,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"EBMT TCWP registry, MRD setting. Median FU PTCy 2.0 yr, rATG 2.2 yr (used midpoint 2.2 yr ~26.4 mo). HRs adjusted for age, year, sex, donor/recipient CMV, DRI, KPS, TBI, conditioning intensity, with center frailty effect."
311,1123,Perales MA,2025,Blood Advances,10.1182/bloodadvances.2024015288,NR,Perales MA et al. 2025 - Delayed T-cell recovery after hematopoietic cell transplantation is associated with decreased overall survival in adults.pdf,Delayed T-cell recovery after hematopoietic cell transplantation is associated with decreased overall survival in adults,USA,NA,registry,registry,105,2008,2019,mixed,55,5,148,Y,partial_overlap,NR,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"CIBMTR registry analysis 2008-2019 with 4 GVHD-prophylaxis arms (TCD, PTCy, CNI, CNI+ATG). Per-arm CMV/IFI/BSI cumulative incidences are NOT reported; only crude incidence proportions for bacterial/viral/fungal infections by day 100 are given (Table 2). aGVHD grade II-IV and III-IV at D+100 reported as CIF with 95% CI per arm. Per-arm OS/NRM/PFS/cGVHD cumulative incidences are NOT reported (Cox models only stratify by CD4 cutoff point, not by GVHD prophylaxis arm). Steroid use 0-100 days reported per arm. Patients dying before day 100 are excluded by design. Median follow-up given per arm in Table 1 (TCD 60, PTCy 33, CNI 60, CNI+ATG 60); whole-cohort median 55."
312,1124,Pinana JL,2025,Transplant Infectious Disease,10.1111/tid.70101,NR,Pinana J.L. et al. 2025 - Characterizing Respiratory Virus Infections During the Peri-Engraftment Period of Allogeneic Hematopoietic Cell Transplant.pdf,Characterizing Respiratory Virus Infections During the Peri-Engraftment Period of Allogeneic Hematopoietic Cell Transplant,Spain,EU,single_arm_descriptive_excluded,multi,2,2013,2023,mixed,23.3,5.9,100.6,Y,partial_overlap,1038;1057,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Single-arm descriptive CARV epidemiology study in Spanish 2-center (HCUV + HLF Valencia) cohort. Cohort enrolled only patients with symptomatic peri-engraftment CARV infection (Day -8 to +36) over Dec 2013-Jun 2023. 44% received PTCy, 52% Tac+Sir, 4% CNI-based GVHD prophylaxis - but the paper stratifies analyses by CARV timing (pre- vs post-engraftment) and by CARV type, NOT by PTCy vs comparator. No PTCy vs non-PTCy outcome contrast reported. Marked study_design=single_arm_descriptive_excluded per spec; outcome extraction skipped. Follow-up reported as median 710 days (range 180-3061) for survivors after CARV detection (converted to months: 23.3, 5.9, 100.6). Spanish GETH-TC affiliated (per ref 40 by same authors). Cohort 1003 (Salas Barcelona, Hospital Clinic Barcelona) is a different city/institution - no overlap. Overlap with Valencia cohorts 1038 (Chorao HLF 2017-2022) and 1057 (HCUV INCLIVA 2020-2024) flagged for consolidator adjudication."
318,1125,Raj K,2022,Blood Cancer Journal,10.1038/s41408-022-00729-y,NR,Raj K et al. 2022 - Comparison of outcomes for HLA-matched sibling and h ... yndromes - report from the chronic malignancies working party of EBMT.pdf,Comparison of outcomes for HLA-matched sibling and haplo-identical donors in Myelodysplastic syndromes: report from the chronic malignancies working party of EBMT,multinational,multinational,registry,registry,270,2014,2017,pre_2018,28,26,30,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"EBMT CMWP MDS family-donor analysis. MSD arm is heterogeneous (multiple prophylaxis schemes; only 4.1% PTCy); HD arm uniformly PTCy. Treated MSD as comparator_arm despite small PTCy fraction, since MSD is the contrast group. Median follow-up 28 mo (95% CI 26-30) per paper."
320,1126,Redondo S,2023,European Journal of Haematology,10.1111/ejh.13978,NR,Redondo S et al. 2023 - Sequence matters - Total body irradiation (TBI)... e early nonrelapse mortality compared with pretransplant cycloph[...].pdf,Sequence matters: Total body irradiation (TBI)-based myeloablative conditioning with post-transplant cyclophosphamide may reduce the early nonrelapse mortality compared with pretransplant cyclophosphamide plus TBI,Spain,EU,retrospective_cohort,single,1,2009,2021,mixed,NR,6,151,Y,partial_overlap,1048_institutional,English,Y,N,NA,RL,PEND,2026-05-26,PEND,Two-arm sequential era comparison: historical CyTBI 2009-2015 vs prospective FluTBI-PTCy 2016-2021. Median follow-up reported per arm: 82 mo (10-151) CyTBI vs 22 mo (6-43) FluTBI-PTCy; pooled median not given. Conditioning sequence focus = paper compares Cy-pre-TBI vs PTCy-post-TBI on the same TBI-MAC backbone.
321,1127,Redondo S,2024,European Journal of Haematology,10.1111/ejh.14294,NR,Redondo S et al. 2024 - Severity and organ distribution of graft-versus-host disease after post-transplant cyclophosphamide versus tacrolimus-methotrexate - a single center cohort.pdf,Severity and organ distribution of graft-versus-host disease with post-transplant cyclophosphamide versus calcineurin inhibitor plus methotrexate/mycophenolate mofetil or sirolimus in allogenic HLA-matched or single-allele mismatched stem cell transplantation,Spain,EU,retrospective_cohort,single,1,2012,2022,mixed,NR,12,180,Y,partial_overlap,"Redondo 2023 EJH (ref 20, TBI MAC PTCy subset); possibly Garcia-Cadenas 2020 BMT (ref 18)",English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Single-center Sant Pau Barcelona Hospital cohort, 3 sequential GvHD prophylaxis eras (CNI+MTX/MMF 2012-2016, TAC-SIRO 2012-2016 RIC, PTCy-TAC 2016-2022). Comparison 1 (PTCy vs Tac+MTX/MMF) maps to Cohort-3 vs Cohort-1. Cohort-2 (TAC-SIRO) is a third arm not eligible for Comp 1. Median follow-up reported separately per cohort: 99/69/35 months for Cohort-1/2/3 respectively; min/max 12-180 across all survivors."
323,1024,Ru Y,2025,Bone Marrow Transplantation,10.1038/s41409-025-02708-w,NR,Ru Y et al. 2025 - Haploidentical versus matched unrelated donor hematopoietic stem cell transplantation in adult acute lymphoblastic leukemia - a study from the Global Committee and th[...].pdf,Haploidentical versus matched unrelated donor hematopoietic cell transplantation for adult patients with refractory/relapsed acute lymphoblastic leukemia: a study from the Global Committee and the Acute Leukemia Working Party of the European Society for Blood and Marrow Transplantation,multinational,multinational,retrospective_cohort,registry,NR,2010,2022,mixed,38.4,NR,NR,partial,partial_overlap,NR,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"EBMT ALWP registry study with contribution from EBMT Shanghai office. Adult R/R ALL patients undergoing first allo-HCT 2010-2022 from haplo (PTCy +/- ATG) or 10/10 MUD (ATG). 249 patients pre-match, 116 (47 Haplo, 69 MUD) post propensity-score matching. Outcomes reported only on PS-matched cohort. Median FU 3.2 yrs (IQR 2.8-4.4) overall. NOT Beijing protocol - haplo arm uses PTCy-based (93% PTCy alone, 7% PTCy+ATG); ATG is used only in the MUD-comparator arm per EBMT MUD standard practice. Chinese contribution via Shanghai office but EBMT methodology."
