outcome_id,arm_id,study_id,cohort_id,outcome_category,outcome_subtype,timepoint,timepoint_days_numeric,is_primary_timepoint,is_primary_definition,denominator_n,event_count,proportion_reported_pct,cumulative_incidence_pct,ci_lower_pct,ci_upper_pct,ci_method,competing_risks_handled,hr_value,hr_ci_lower,hr_ci_upper,hr_comparator_arm_id,hr_adjusted,incidence_rate_value,incidence_rate_unit,person_time_total,person_time_unit,median_time_to_event_days,ascertainment_method,screening_frequency_per_week,definition_text,data_source,data_quality_flag,extraction_notes
2262,344,318,1125,engraftment_failure,secondary_graft_failure,D+100,100,Y,Y,415,NR,NR,3,2,5,Gray_CIF,Y_CIF,1.15,0.55,2.4,345,adjusted,NR,NR,NR,NR,NR,NR,NR,Secondary graft failure defined by treating physician: loss of a functioning graft demonstrated by cytopenia in at least two lineages and loss of donor chimerism. CI at 2 years.,table,direct,Paper CI reported at 2yr; we record as D+100 timepoint per schema mapping convention
2263,345,318,1125,aGVHD,grade_II_IV,D+100,100,Y,Y,1414,NR,NR,21,19,24,Gray_CIF,Y_CIF,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Cumulative incidence of grade II-IV acute GvHD at 100 days,table,direct,
2264,345,318,1125,aGVHD,grade_III_IV,D+100,100,Y,Y,1414,NR,NR,10,8,11,Gray_CIF,Y_CIF,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Cumulative incidence of grade III-IV acute GvHD at 100 days,table,direct,
2265,345,318,1125,cGVHD,extensive_Seattle,D+730_2yr,730,N,Y,1414,NR,NR,18,15,20,Gray_CIF,Y_CIF,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Extensive cGvHD (Seattle grading) at 24 months from engraftment; total cGVHD (limited + extensive) was 44% (41-47%) for MSD,table,direct,Total cGVHD 2yr = 44% (41-47%); limited 23% (20-25%); extensive 18% (15-20%).
2266,345,318,1125,overall_mortality,OS_event,D+730_2yr,730,N,Y,1414,NR,42,42,39,45,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Overall survival at 24 months; OS 58% (55-61%) for MSD. cumulative_incidence_pct field stores 100-OS% = 42%,table,direct,Reference arm; HR=1.0 by definition. Mortality CI = 100-58 = 42%.
2267,345,318,1125,NRM,NRM_overall,D+730_2yr,730,N,Y,1414,NR,NR,20,17,22,Gray_CIF,Y_CIF,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Non-relapse mortality at 24 months,table,direct,"Cause of NRM in MSD: infection 25% (119), GVHD 23% (111)"
2268,345,318,1125,engraftment_failure,primary_graft_failure,D+30,30,Y,Y,1414,NR,NR,2,1,2,Gray_CIF,Y_CIF,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,PGF defined as failing to reach neutrophil >0.5x10^9/L in first 28 days post-transplant or documentation of autologous reconstitution by chimerism in absence of relapse. CI reported at 2 years.,table,direct,Reference arm
2269,345,318,1125,engraftment_failure,secondary_graft_failure,D+100,100,Y,Y,1414,NR,NR,4,3,5,Gray_CIF,Y_CIF,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Secondary graft failure CI at 2 years per investigator definition,table,direct,Reference arm
2270,346,320,1126,CMV,clinically_significant_csCMV,end_of_followup,NR,N,Y,28,8,28,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,routine_screening,2,clinically significant CMV reactivation; serial blood monitoring by quantitative PCR twice weekly,narrative_text,direct,"Computed event_count from reported 28% x 28 = 7.84 ~ 8; no timepoint specified, narrative reports cumulative comparison (p=.15). No CMV disease in either arm. No letermovir."
2271,347,320,1126,CMV,clinically_significant_csCMV,end_of_followup,NR,N,Y,59,25,42,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,routine_screening,2,clinically significant CMV reactivation; serial blood monitoring by quantitative PCR twice weekly,narrative_text,direct,Computed event_count from 42% x 59 = 24.78 ~ 25. No CMV disease in either arm.
2272,346,320,1126,aGVHD,grade_II_IV,D+100,120,Y,Y,28,4,14,14,1,27,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Acute GVHD graded based on the 1995 Consensus Conference criteria (Przepiorka 1995). Day +120 cumulative incidence reported (closest to D+100 primary timepoint).,table,direct,"Paper reports D+120 CI%, treated as D+100 primary mediator (no D+100 specifically reported). Grading: Glucksberg/IBMTR 1994 consensus. p=.02 vs CyTBI."
2273,346,320,1126,aGVHD,grade_III_IV,D+100,120,Y,Y,28,0,0,0,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,1995 Consensus Conference (Glucksberg/IBMTR) grade III-IV acute GVHD; D+120 CI%,table,direct,p<.001 vs CyTBI. Zero events reported.
2274,347,320,1126,aGVHD,grade_II_IV,D+100,120,Y,Y,59,22,37,37,25,50,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,1995 Consensus Conference (Glucksberg/IBMTR) grade II-IV acute GVHD; D+120 CI%,table,direct,Day +120 CI% used as proxy for D+100 primary timepoint.
2275,347,320,1126,aGVHD,grade_III_IV,D+100,120,Y,Y,59,18,30.5,30.5,19,42,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,1995 Consensus Conference (Glucksberg/IBMTR) grade III-IV acute GVHD; D+120 CI%,table,direct,p=.001 vs FluTBI-PTCy. 18 events from Table 2.
2276,346,320,1126,cGVHD,moderate_severe_NIH,D+365_1yr,365,Y,Y,28,4,14,14,1,27,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Chronic GVHD graded by 2005 National Institutes of Health (NIH) consensus criteria; 12-month cumulative incidence moderate-to-severe.,table,direct,p=.03 vs CyTBI
2277,347,320,1126,cGVHD,moderate_severe_NIH,D+365_1yr,365,Y,Y,59,22,37,37,25,49,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,NIH 2005 moderate-to-severe cGVHD at 12 months,table,direct,p=.03 vs FluTBI-PTCy
2278,346,320,1126,NRM,NRM_overall,D+100,100,N,Y,28,1,3.5,3.5,3,10,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,"100-day non-relapse mortality, cumulative incidence with relapse as competing risk",narrative_text,direct,100-day and 12-month NRM both 3.5% in FluTBI-PTCy arm. One pre-engraftment death from invasive fungal infection (CNS aspergillosis).
2279,346,320,1126,NRM,NRM_overall,D+365_1yr,365,Y,Y,28,1,3.5,3.5,3,10,Gray_CIF,Y_CIF,0.18,0.02,1.2,347,unadjusted,NR,NA,NR,NA,NR,clinical_only,NR,"12-month non-relapse mortality, cumulative incidence with relapse as competing risk",narrative_text,direct,Univariate Cox HR 0.18 (95% CI 0.02-1.2) p=0.1 vs CyTBI. p=.05 overall.
2280,347,320,1126,NRM,NRM_overall,D+100,100,N,Y,59,4,7,7,0.5,13,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,"100-day NRM cumulative incidence, relapse as competing risk",narrative_text,derived,event_count 4 derived from 7% x 59 = 4.13
2281,347,320,1126,NRM,NRM_overall,D+365_1yr,365,Y,Y,59,11,19,19,9,29,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,"12-month NRM cumulative incidence, relapse as competing risk",narrative_text,derived,event_count 11 derived from 19% x 59 = 11.2; aGVHD-related deaths n=9 (15.5%) + IFI n=2 (3.5%) in CyTBI arm; p=.05 vs FluTBI-PTCy
2282,346,320,1126,overall_mortality,OS_event,D+365_1yr,365,Y,Y,28,4,15,15,1,29,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,12-month overall survival 85% (95% CI 71%-99%); event_count = N - survivors = 28 - 24 = 4,narrative_text,derived,OS 85% => 15% mortality x 28 = 4.2 deaths; p=.18 vs CyTBI (NS). Table 2 reports 12-month mortality 14% (4/28) which matches.
2283,347,320,1126,overall_mortality,OS_event,D+365_1yr,365,Y,Y,59,17,29,24,13,35,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,12-month OS 76% (95% CI 65%-87%); 1-year mortality from Table 2 = 17/59 (29%),table,direct,Table 2 reports 17/59 (29%) 12-month mortality; KM OS 76% derives 24% mortality. Slight discrepancy reflects KM vs crude estimator.
2284,346,320,1126,engraftment_failure,primary_graft_failure,D+30,30,Y,Y,28,0,0,0,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Sustained donor engraftment by Day +45; no primary or secondary graft failures,narrative_text,direct,All patients had sustained donor-engraftment by D+45 except 1 early death (CNS aspergillosis pre-engraftment) and 3 with prolonged isolated thrombocytopenia (not graft failure); no primary or secondary graft failures reported
2285,347,320,1126,engraftment_failure,primary_graft_failure,D+30,30,Y,Y,59,0,0,0,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Sustained donor engraftment achieved; no primary or secondary graft failures,narrative_text,direct,No primary or secondary graft failures in either arm
2286,348,321,1127,aGVHD,grade_II_IV,D+100,120,Y,Y,81,22,27.2,27.2,17.5,36.8,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,41,clinical_only,NR,Acute GvHD grading was defined and graded using the Mount Sinai aGvHD International Consortium criteria (MAGIC). 120-day cumulative incidence reported.,table,direct,Reported as 120-day CI; mapped to D+100 timepoint per spec. Cohort-3 PTCy arm.
2287,348,321,1127,aGVHD,grade_III_IV,D+100,120,Y,Y,81,4,4.9,4.9,0.2,9.699999999999999,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,MAGIC criteria; 120-day cumulative incidence,table,direct,Cohort-3 PTCy arm.
2288,348,321,1127,cGVHD,moderate_severe_NIH,D+365_1yr,365,Y,Y,81,5,6.2,6.2,1,11.4,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,270,clinical_only,NR,Severity of cGvHD evaluated according to the National Institutes of Health 2014 Consensus Criteria (NIH_2014).,table,direct,Cohort-3 PTCy arm. 12-month moderate-severe cGVHD.
2289,348,321,1127,NRM,NRM_overall,D+365_1yr,365,Y,Y,81,NR,NR,7.8,1.6,13.6,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Non-relapse mortality calculated using cumulative incidence estimates considering competing risks (relapse).,narrative_text,direct,12-month NRM Cohort-3 PTCy arm.
2290,348,321,1127,NRM,NRM_overall,D+100,100,N,Y,81,NR,NR,3.7,0,7.7,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Non-relapse mortality CIF,narrative_text,direct,100-day NRM Cohort-3 PTCy arm; sensitivity timepoint.
2291,349,321,1127,aGVHD,grade_II_IV,D+100,120,Y,Y,58,40,69,69,57.1,80.90000000000001,Gray_CIF,Y_CIF,4.9,2.8,8.699999999999999,348,adjusted,NR,NA,NR,NA,31,clinical_only,NR,MAGIC criteria; 120-day CI,table,direct,Cohort-1 (CNI+MTX/MMF) vs Cohort-3 PTCy (reference). Multivariable Cox model HR 4.9 (95% CI 2.8-8.7); p<.01.
2292,349,321,1127,aGVHD,grade_III_IV,D+100,120,Y,Y,58,17,29.3,29.3,17.6,41,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,MAGIC criteria; 120-day CI,table,direct,Cohort-1 CNI+MTX/MMF.
2293,349,321,1127,cGVHD,moderate_severe_NIH,D+365_1yr,365,Y,Y,58,20,34.5,34.5,22.3,46.7,Gray_CIF,Y_CIF,6.4,3.3,12.7,348,adjusted,NR,NA,NR,NA,270,clinical_only,NR,NIH 2014 Consensus Criteria; 12-month CI,table,direct,Cohort-1 CNI+MTX/MMF vs Cohort-3 PTCy reference. Multivariable Cox HR 6.4 (3.3-12.7).
2294,349,321,1127,NRM,NRM_overall,D+365_1yr,365,Y,Y,58,NR,NR,17.6,7.1,27,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,NRM CIF,narrative_text,direct,12-month NRM Cohort-1.
2295,349,321,1127,NRM,NRM_overall,D+100,100,N,Y,58,NR,NR,10.3,2.2,17.8,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,NRM CIF,narrative_text,direct,100-day NRM Cohort-1; sensitivity timepoint.
2296,350,321,1127,aGVHD,grade_II_IV,D+100,120,Y,Y,87,36,41.4,41.4,31,51.7,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,83,clinical_only,NR,MAGIC criteria; 120-day CI,table,direct,Cohort-2 TAC-SIRO.
2297,350,321,1127,aGVHD,grade_III_IV,D+100,120,Y,Y,87,14,16.1,16.1,8.4,23.8,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,MAGIC criteria; 120-day CI,table,direct,Cohort-2 TAC-SIRO.
2298,350,321,1127,cGVHD,moderate_severe_NIH,D+365_1yr,365,Y,Y,87,30,34.5,34.5,24.5,44.5,Gray_CIF,Y_CIF,4,2.2,7.3,348,adjusted,NR,NA,NR,NA,270,clinical_only,NR,NIH 2014 Consensus Criteria; 12-month CI,table,direct,Cohort-2 TAC-SIRO vs Cohort-3 PTCy reference. Multivariable Cox HR 4.0 (2.2-7.3).
2299,350,321,1127,NRM,NRM_overall,D+365_1yr,365,Y,Y,87,NR,NR,13.4,5.7,20.4,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,NRM CIF,narrative_text,direct,12-month NRM Cohort-2.
2300,350,321,1127,NRM,NRM_overall,D+100,100,N,Y,87,NR,NR,2.3,0,5.4,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,NRM CIF,narrative_text,direct,100-day NRM Cohort-2; sensitivity timepoint.
2301,351,323,1024,aGVHD,grade_II_IV,D+180,180,N,Y,47,NR,NR,34.4,23.6,45.3,Gray_CIF,Y_CIF,1.35,0.68,2.69,352,adjusted,NR,NR,NR,NR,NR,NR,NR,"Grade II-IV acute GVHD by Day 180 (grading scheme not specified in paper, presumably EBMT/Glucksberg)",table,direct,Paper reports D+180 (not D+100) for aGVHD. Day-180 cumulative incidence. HR vs MUD/ATG from PS-matched analysis.
2302,351,323,1024,aGVHD,grade_III_IV,D+180,180,N,Y,47,NR,NR,23.4,14.4,33.6,Gray_CIF,Y_CIF,2.68,1.01,7.13,352,adjusted,NR,NR,NR,NR,NR,NR,NR,Grade III-IV acute GVHD by Day 180,table,direct,Q5 dual mediator; paper reports D+180 not D+100. HR 2.68 (1.01-7.13) P=0.048 significantly higher in Haplo/PTCy.
2303,351,323,1024,cGVHD,any_NIH,D+730_2yr,730,N,Y,47,NR,NR,19.2,11,29.1,Gray_CIF,Y_CIF,1.33,0.53,3.37,352,adjusted,NR,NR,NR,NR,NR,NR,NR,2-year cumulative incidence of any cGVHD (grading scheme not specified),table,direct,"Paper reports overall cGVHD CI (any grade), not stratified by NIH moderate-severe. Coded as any_NIH placeholder; grading system not specified."
2304,351,323,1024,cGVHD,extensive_Seattle,D+730_2yr,730,N,N,47,NR,NR,8.1,3.3,15.9,Gray_CIF,Y_CIF,0.63,0.16,2.46,352,adjusted,NR,NR,NR,NR,NR,NR,NR,2-year cumulative incidence of extensive cGVHD,table,direct,2-year extensive cGVHD. EBMT/Seattle terminology assumed since EBMT registry data.
2305,351,323,1024,overall_mortality,OS_event,D+730_2yr,730,N,Y,47,NR,NR,68.2,57,78.90000000000001,Kaplan_Meier,N_KM_or_crude,0.92,0.57,1.49,352,adjusted,NR,NR,NR,NR,NR,NR,NR,2-year overall survival from date of HCT; death from any cause,table,derived,"2-year OS reported as 31.8% (21.1-43.0%); converted to mortality CI = 100-OS = 68.2% (95% CI lower=100-43.0=57.0, upper=100-21.1=78.9). HR vs MUD/ATG."
2306,351,323,1024,NRM,NRM_overall,D+730_2yr,730,N,Y,47,NR,NR,31.5,21.3,42.2,Gray_CIF,Y_CIF,1.6,0.79,3.24,352,adjusted,NR,NR,NR,NR,NR,NR,NR,2-year non-relapse mortality; competing risk with relapse,table,direct,"Paper reports 2-year NRM only, not D+100 or 1-year. Spec primary timepoint for NRM is 1yr; not reported here."
2307,352,323,1024,aGVHD,grade_II_IV,D+180,180,N,Y,69,NR,NR,26.8,20,34.2,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,NR,NR,Grade II-IV acute GVHD by Day 180,table,direct,Reference arm. HR reported on Haplo/PTCy arm (P323_A1).
2308,352,323,1024,aGVHD,grade_III_IV,D+180,180,N,Y,69,NR,NR,8,4.4,13.1,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,NR,NR,Grade III-IV acute GVHD by Day 180,table,direct,Reference arm. Day-180 (not D+100).
2309,352,323,1024,cGVHD,any_NIH,D+730_2yr,730,N,Y,69,NR,NR,13.8,8.5,20.3,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,NR,NR,2-year cumulative incidence of any cGVHD,table,direct,Reference arm. Grading system not specified in paper.
2310,352,323,1024,cGVHD,extensive_Seattle,D+730_2yr,730,N,N,69,NR,NR,7.1,3.5,12.5,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,NR,NR,2-year cumulative incidence of extensive cGVHD,table,direct,Reference arm. EBMT/Seattle assumed.
2311,352,323,1024,overall_mortality,OS_event,D+730_2yr,730,N,Y,69,NR,NR,70.8,63.2,78.09999999999999,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,NR,NR,2-year overall survival; death any cause,table,derived,Reference arm. 2-year OS 29.2% (21.9-36.8); mortality CI = 100-OS = 70.8% (63.2-78.1).
2312,352,323,1024,NRM,NRM_overall,D+730_2yr,730,N,Y,69,NR,NR,22.5,16.2,29.4,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,NR,NR,2-year non-relapse mortality,table,direct,Reference arm.
2313,353,324,1024,aGVHD,grade_II_IV,D+100,100,Y,Y,193,NR,NR,31,NR,NR,Gray_CIF,Y_CIF,1.43,0.9,2.2,353,adjusted,NR,NR,NR,NR,NR,NR,NR,Acute GvHD was graded according to the modified Seattle Glucksberg criteria,narrative_text,direct,Grade 2-4 aGvHD was 21% for ATG vs 31% for PTCy (P=0.07) per narrative; no CIs reported for arm-specific D+100 values. HR row reflects multivariate ATG vs PT-Cy reference; HR placed on PTCy arm with ATG comparator A2; HR 1.43 (0.90-2.20) p=0.13 ATG worse but NS.
2314,354,324,1024,aGVHD,grade_II_IV,D+100,100,Y,Y,115,NR,NR,21,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,NR,NR,Acute GvHD was graded according to the modified Seattle Glucksberg criteria,narrative_text,direct,Grade 2-4 aGvHD 21% ATG group per narrative (line 417-418).
2315,353,324,1024,aGVHD,grade_III_IV,D+100,100,Y,Y,193,NR,NR,4.7,2.3,8.4,Gray_CIF,Y_CIF,2.42,1.02,5.75,353,adjusted,NR,NR,NR,NR,NR,NR,NR,Acute GvHD was graded according to the modified Seattle Glucksberg criteria,table,direct,"Table 3 (univariate 2-yr outcome) reports grade III-IV aGvHD CI; though Methods state aGVHD timepoint is D+100, reported under 2-year columns. HR 2.42 (1.02-5.75) p=0.04 from MV (Table 4 ATG vs PT-Cy)."
2316,354,324,1024,aGVHD,grade_III_IV,D+100,100,Y,Y,115,NR,NR,12.5,7.1,19.3,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,NR,NR,Acute GvHD was graded according to the modified Seattle Glucksberg criteria,table,direct,Table 3 ATG arm grade III-IV aGvHD 12.5% (7.1-19.3) p=0.01 vs PTCy.
2317,353,324,1024,cGVHD,extensive_Seattle,D+730_2yr,730,N,Y,193,NR,NR,8.6,4.9,13.6,Gray_CIF,Y_CIF,1.43,0.65,3.11,353,adjusted,NR,NR,NR,NR,NR,NR,NR,cGvHD according to the revised Seattle criteria,table,direct,Table 3 2-year extensive cGvHD. HR 1.43 (0.65-3.11) p=0.37 ATG vs PT-Cy from Table 4.
2318,354,324,1024,cGVHD,extensive_Seattle,D+730_2yr,730,N,Y,115,NR,NR,12.6,7,19.9,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,NR,NR,cGvHD according to the revised Seattle criteria,table,direct,"Table 3 2-year extensive cGvHD ATG arm 12.6% (7-19.9), p=0.26 vs PTCy."
2319,353,324,1024,NRM,NRM_overall,D+730_2yr,730,N,Y,193,NR,NR,22.4,16.3,29,Gray_CIF,Y_CIF,1.77,1.09,2.86,353,adjusted,NR,NR,NR,NR,NR,NR,NR,NRM defined as death from any cause other than relapse,table,direct,Table 3 2-yr NRM PTCy 22.4% (16.3-29). MV HR 1.77 (1.09-2.86) p=0.02 ATG vs PT-Cy reference.
2320,354,324,1024,NRM,NRM_overall,D+730_2yr,730,N,Y,115,NR,NR,30.5,23.7,37.5,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,NR,NR,NRM defined as death from any cause other than relapse,table,direct,"Table 3 2-yr NRM ATG 30.5% (23.7-37.5), p=0.19 vs PTCy in univariate; p=0.02 in MV."
2321,353,324,1024,overall_mortality,OS_event,D+730_2yr,730,N,Y,193,NR,NR,42,33.9,50.1,Kaplan_Meier,N_KM_or_crude,1.43,0.98,2.09,353,adjusted,NR,NR,NR,NR,NR,NR,NR,Overall survival from time of transplant to death from any cause,table,derived,OS at 2-yr PTCy 58% (49.9-66.1); cumulative_incidence_pct = 100 - 58 = 42% as mortality (CI bounds inverted). MV HR for OS 1.43 (0.98-2.09) p=0.06 ATG vs PT-Cy.
2322,354,324,1024,overall_mortality,OS_event,D+730_2yr,730,N,Y,115,NR,NR,45.8,36.1,55.6,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,NR,NR,Overall survival from time of transplant to death from any cause,table,derived,OS at 2-yr ATG 54.2% (44.4-63.9); cumulative_incidence_pct = 100 - 54.2 = 45.8%. p=0.37 vs PTCy.
2323,355,325,1024,aGVHD,grade_II_IV,D+100,100,Y,Y,519,181,NR,34.9,30.8,39,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,aGVHD diagnosis and grading per standard criteria (Glucksberg/MAGIC not specified; reference 12 cited),table,direct,Table 2; Haplo-PTCY arm
2324,356,325,1024,aGVHD,grade_II_IV,D+100,100,Y,Y,153,68,NR,44.4,36.4,52.1,Gray_CIF,Y_CIF,1.31,0.88,1.96,355,adjusted,NR,NA,NR,NA,NR,clinical_only,NR,aGVHD diagnosis and grading per standard criteria (reference 12),table,direct,"Table 2; dUCBT arm. HR is dUCBT vs Haplo-PTCY from MVA Table 3, p=0.18."
2325,355,325,1024,aGVHD,grade_III_IV,D+100,100,Y,Y,519,73,NR,14.1,11.2,17.2,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,aGVHD grade III-IV per standard criteria,table,direct,Table 2 row labeled 'aGVHD grade II/IV (100 d)' twice; second row is grade III-IV per text (CuI 14.1%).
2326,356,325,1024,aGVHD,grade_III_IV,D+100,100,Y,Y,153,28,NR,18.3,12.6,24.8,Gray_CIF,Y_CIF,1.17,0.6899999999999999,1.96,355,adjusted,NR,NA,NR,NA,NR,clinical_only,NR,aGVHD grade III-IV per standard criteria,table,direct,"HR is dUCBT vs Haplo-PTCY from MVA Table 3, p=0.56."
2327,355,325,1024,cGVHD,extensive_Seattle,D+730_2yr,730,N,Y,512,56,NR,12.2,9.4,15.4,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,cGVHD diagnosis and grading per standard criteria (reference 13); extensive cGVHD per Seattle classification implied (not NIH consensus 2014 explicitly stated),table,direct,Table 2; 2-yr cumulative incidence. Paper does not report moderate/severe NIH grading.
2328,356,325,1024,cGVHD,extensive_Seattle,D+730_2yr,730,N,Y,157,13,NR,8.800000000000001,4.9,14,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Extensive cGVHD,table,direct,Table 2; 2-yr CuI.
2329,355,325,1024,NRM,NRM_overall,D+730_2yr,730,N,Y,544,117,NR,22.9,19.3,26.7,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,NRM = death without relapse; relapse is competing event,table,direct,Table 2; 2-yr CuI. 1-yr (primary) NRM not separately reported.
2330,356,325,1024,NRM,NRM_overall,D+730_2yr,730,N,Y,165,35,NR,21.9,15.8,28.6,Gray_CIF,Y_CIF,0.9399999999999999,0.61,1.45,355,adjusted,NR,NA,NR,NA,NR,clinical_only,NR,NRM = death without relapse,table,direct,"Table 2; 2-yr CuI. HR is dUCBT vs Haplo-PTCY from MVA Table 3, p=0.77."
2331,355,325,1024,overall_mortality,OS_event,D+730_2yr,730,N,Y,544,178,NR,35.8,31.7,40.3,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,OS = from date of transplantation until death or last follow-up,table,derived,Table 2: OS at 2y = 64.2% (95% CI 59.7-68.3); cumulative mortality computed as 100 - OS%. 1-yr OS not separately reported.
2332,356,325,1024,overall_mortality,OS_event,D+730_2yr,730,N,Y,165,64,NR,40.6,33.4,48.8,Kaplan_Meier,N_KM_or_crude,0.99,0.71,1.39,355,adjusted,NR,NA,NR,NA,NR,clinical_only,NR,OS from date of HCT until death or last follow-up,table,derived,"Table 2 OS 2y = 59.4% (95% CI 51.2-66.6); cumulative mortality = 100 - OS%. HR is dUCBT vs Haplo-PTCY from MVA Table 3, p=0.97."
2333,355,325,1024,engraftment_failure,primary_graft_failure,D+30,30,Y,Y,535,25,4.7,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,routine_screening,NR,Neutrophil recovery: ANC >=0.5e9/L for 3 consecutive days; graft failure = lack thereof. 25 Haplo-PTCY patients experienced graft failure (text); 60-day neutrophil engraftment CuI 95.0% (95% CI 92.7-96.5).,narrative_text,derived,"Text states 34 total graft failures (25 Haplo-PTCY, 9 dUCBT); not split by primary/secondary. Treated as primary graft failure since 23/34 died within 90d. Denominator from Table 2 PMN recovery (n=535)."
