cohort_id,cohort_label,cohort_description,registry_or_source,enrollment_start_year,enrollment_end_year,total_unique_patients,primary_publication_study_id,primary_publication_overrides,overlap_notes
1147,GITMO_Italian_6center_BNHL_alloHSCT,"Italian multicenter retrospective collaborative study of 285 allo-HSCT procedures in 281 R/R B-cell NHL patients (indolent, aggressive, mantle-cell) from six Italian transplant centers, with data shared in the GITMO/EBMT registry.",multicenter_collaboration,2000,2020,281,374,NA,"Possible partial overlap with EBMT_ALWP (cohort 1024) and GITMO datasets given centers report to GITMO/EBMT registries; centers: INT Milan, S. Martino Genova, Tor Vergata Rome, Papa Giovanni XXIII Bergamo, IEO Milan, Policlinico Gemelli Rome."
1148,LMU_Munich_haplo_virus_2015,"LMU Munich-Grosshadern single-center retrospective comparison of two HLA-haploidentical HSCT approaches (cTCR/TCD with ATG 2006-2007 vs TCR/PTCY 2009-2011), focused on virus infection and immune reconstitution outcomes",single_center,2006,2011,55,375,NA,Distinct from LMU_Munich_Augsburg_hrAML_sequential (cohort 1045) and LMU_Munich_NHL_matched_pair (cohort 1062); this is the LMU-Grosshadern haplo virus infection cohort 2006-2011
1149,FHCRC_Seattle_HLAmatched_PBSC_preLET,"CMV-seropositive patients undergoing first HLA-matched unrelated or HLA-identical sibling donor PBSC transplantation for hematologic malignancies with calcineurin inhibitor-based GVHD prophylaxis (PTCy, MMF, or MTX) at Fred Hutchinson Cancer Center; pre-letermovir era",single_center,2007,2018,780,379,NA,"FHCRC Seattle HLA-matched PBSC cohort, July 2007-Sept 2018; letermovir prophylaxis implemented Oct 2018 (excluded). Possible overlap with other FHCRC cohorts but distinct period and population focus."
1150,FHCRC_Seattle_SIR_CSP_PTCy_RCT_NCT03246906,"Fred Hutchinson Cancer Center single-center randomized phase II trial (NCT03246906) of HLA-matched (10/10) or mismatched (9/10) unrelated donor mobilized blood HCT in adults with hematologic malignancies ineligible for myeloablative conditioning; randomized 1:1 to SIR/CSP/PTCy vs SIR/CSP/MMF; 145 patients in primary analysis (PTCy n=72, non-PTCy n=73).",single_center,2017,2024,145,380,NA,Single-center phase II RCT at Fred Hutch; distinct from FHCC_Seattle_letermovir_era_HHV6 (cohort 1072) and FredHutch_lateCMV_PET_LET (cohort 1130) which are observational FHCRC cohorts. NCT03246906.
1151,PGIMER_Chandigarh_relapsed_HL,"Single-center retrospective case series of 5 patients with chemotherapy-sensitive relapsed Hodgkin lymphoma after auto-HSCT who underwent allo-HSCT at PGIMER Chandigarh, January 2017 to December 2023. Heterogeneous donor types (haplo n=3, MUD n=1, MSD n=1) and conditioning (RIC, RTC, MAC); PT-Cy used in 4/5.",single_center,2017,2023,5,386,NA,Single-center series from PGIMER Chandigarh; no known overlap with other cohorts in this MA.
1152,Ningbo_People_haplo_PTCy_vs_BUCYATG,"Single-center retrospective Chinese study of haploidentical HSCT comparing Flu+BUCY+PTCy vs BUCY+ATG conditioning/GVHD prophylaxis at Affiliated People's Hospital of Ningbo University, 2014-2020",single_center,2014,2020,81,389,NA,Single-center cohort; no known overlap with other studies in this MA
1153,PekingU_Soochow_Nanfang_MD_CRD_haplo_ATG_PTCy,"Chinese 3-center prospective trial (Peking University People's Hospital, First Affiliated Hospital of Soochow University, Nanfang Hospital Southern Medical University) of haplo-HCT recipients receiving Beijing protocol MAC + ATG/G-CSF from maternal donors (MD) or collateral relative donors (CRD); ATG-PTCy cohort received added low-dose PTCy 14.5 mg/kg on d+3 and d+4; contemporary control received Beijing ATG only without PTCy. Trial registered NCT02412423.",multicenter_collaboration,2015,2018,239,390,NA,40 patients in the ATG-PTCy arm were previously reported in Wang Y et al. Oncoimmunology 2017 (ref 18); further followed in this larger extended trial. Distinct from CBMTR-Peking_Beijing_protocol cohorts as patients here are exclusively from MD or CRD donors.
1154,Guangzhou_FPH_SAA_mPTCy_vs_GCSF_ATG,"Single-center cohort of SAA patients undergoing alternative donor HSCT (HID or URD) at Guangzhou First People's Hospital. Prospective mPTCy cohort (ChiCTR2000038297, n=101, plus 1-year extension n=56) combined with historical retrospective G-CSF/ATG cohort (n=140). Total 297 AD-HSCT patients (205 HID, 92 URD).",single_center,2012,2023,297,395,NA,"Prospective mPTCy arm previously reported in Wu 2023 (TCT, HID-HSCT, n=71) and Chen 2024 (TCT, URD-HSCT, n=30); current paper extends enrollment by 1 year and pools with historical G-CSF/ATG comparator."
1155,CBMTRG_Chinese_registry_3haplo,"Chinese Bone Marrow Transplantation Registry Group (CBMTRG) multicenter retrospective registry; patients with hematologic malignancies (acute leukemia, MDS, others) undergoing first haplo-HSCT between January 2020 and December 2022; 818 patients with complete medical records enrolled for propensity score matching analysis. Compares three TCR haploidentical protocols: G-CSF/ATG (Beijing protocol), PTCy (Baltimore-based), and PTCy+ATGlow.",national_registry,2020,2022,818,396,NA,"Distinct from prior Beijing single-center Tang 2020 CBMTRG paper (transplants 2013-2018, only G-CSF/ATG vs PTCy). PSM creates 4 analytical groups: G-CSF/ATG group 1 (n=230) matched to PTCy (n=122); G-CSF/ATG group 2 (n=226) matched to PTCy+ATGlow (n=123). The two G-CSF/ATG matched subsets are non-independent subsamples drawn from the same source registry."
1156,PUPH_Beijing_ATGPTCy_RCT,"Open-label phase III RCT at Peking University People's Hospital comparing G-CSF/ATG-based haploidentical PBSCT with vs without low-dose PTCy (14.5 mg/kg D+3 and D+4) in non-maternal, non-collateral haplo donors (fathers/children/siblings); enrolled Nov 2023-Aug 2024, stopped for futility at 1st interim (N=66); MAC Bu-Cy regimen; acute leukemia in CR or MDS",single_center,2023,2024,66,397,NA,"NCT06108739; single-center RCT; distinct from CBMTRG registry cohorts (e.g., Xu ZL 2025 CBMTRG, cohort 1034 etc.) — this is a prospective RCT at PUPH only"
1157,JSTCT_TRUMP_AML_CR1_UCBT_vs_haploPTCy,Japanese registry cohort of adults (>=16y) with AML (excluding APL) in CR1 receiving single-unit UCBT or PTCY-based haplo-HCT between 2017 and 2021. Data from Transplant Registry Unified Management Program (TRUMP) managed by JDCHCT and JSTCT.,JSHCT,2017,2021,1089,399,NR,"Japanese TRUMP/JDCHCT registry cohort. Likely partial overlap with other JSTCT TRUMP-based studies (e.g., cohort 1064 JDCHCT_TRUMP2_UCBT_vs_PTCyHaplo, 1070 JSTCT_TRUMP_ALL_PTCyHaplo_UCB, 1103 JSTCT_TRUMP_AML_PBSCT_PTCyHaplo_vs_MUD, 1108 JSTCT_TRUMP_AML_ALL_MDS_CML_haploDonorAge, 1109 JSTCT_TRUMP2_MDS_haploPTCy_vs_MUD, 1113 JSTCT_TRUMP2_NHL_PTCyHaplo_uCBT) but this is a distinct AML-CR1-restricted cohort with overlap_subset_of TRUMP registry."
1158,Guangzhou_First_PH_SAA_mPTCy_vs_GCSFATG,"Single-center SAA AD-HSCT cohort at Guangzhou First People's Hospital combining prospective mPTCy patients (ChiCTR2000038297, n=101 + 56 extension) with retrospective G-CSF/ATG historical control (n=140); 297 patients receiving HID-HSCT (n=205) or URD-HSCT (n=92).",single_center,2012,2023,297,401,NA,"mPTCy patients overlap with prior single-arm prospective reports (Wu 2023, Chen 2024). G-CSF/ATG retrospective cohort partially overlaps with Zhang 2019 single-center retrospective if same institution timeframe. No direct overlap with EBMT/CIBMTR cohorts."
1159,PeterMacCallum_RMH_Melbourne_alloHCT_2015_2019,"Single-center retrospective cohort of 430 adult (>=16 yrs) first alloHCT recipients at Peter MacCallum Cancer Centre / Royal Melbourne Hospital 2015-2019, evaluating incidence and outcomes of multiple viral infections in the first 12 months post-alloHCT. Mixed donor types (52% MUD, 38% related, 10% haploidentical with PTCy). PTCy used only in the haploidentical subgroup (n=44, 10%).",single_center,2015,2019,430,405,NA,"Single-center Australian cohort; potential overlap with prior PeterMac/RMH viral infection publications (e.g., Lindsay 2021 EBV/ATG, Sim 2022 review by same group). PTCy subset (n=44 haplo) is a minority of cohort; outcomes not separately stratified for PTCy arm."
1160,JSTCT_TRUMP_ATLL_Yoshimitsu,"Japanese nationwide TRUMP (Transplant Registry Unified Management Program) registry of 700 adult patients with adult T-cell leukaemia/lymphoma (ATLL) who underwent first allo-HCT from HLA-matched related donor (MRD), HLA 8/8 matched unrelated donor (MUD), cord blood (CBT), or HLA-haploidentical-related donor with PTCY GVHD prophylaxis between 2016 and 2021. ATL Working Group of JSTCT.",JSHCT,2016,2021,700,407,NA,"TRUMP-based ATLL-specific cohort; disease-specific subset distinct from other JSTCT TRUMP cohorts (1064 UCBT, 1070 ALL, 1103 AML, 1108 AML/ALL/MDS/CML, 1109 MDS, 1113 NHL). No prior PTCY MA cohort covers this ATLL subset."
1161,Pavlov_StPetersburg_URD_PTCy_vs_ATG,"Pavlov First St. Petersburg State Medical University (Gorbacheva Institute) prospective clinical study NCT02294552 of PTCy + tacrolimus + MMF vs historical ATG-based control after unrelated donor allo-HSCT with PBSC graft. Adult patients (18-62 yr) with acute leukemias, CML, MDS. PTCy arm 2013-2015 (n=110); ATG historical control March 2010 - Aug 2013 (n=160).",single_center,2010,2015,270,410,NA,Distinct from cohort 1007 (Pavlov RCT in MPN/MDS) and cohort 1099 (Pavlov MRD-BMT). This is the unrelated-donor PBSC PTCy-vs-ATG comparison from the same Pavlov/Gorbacheva center. NCT02294552.
